Date,Adj Close,Close,High,Low,Open,Volume,Ticker,SMA_20,SMA_50,EMA_12,EMA_26,MACD,Signal_Line,RSI_14,BB_Mid,BB_Upper,BB_Lower,Daily_Return_%
17/07/97,8.535812377929688,12.496065139770508,12.585323333740234,12.40859317779541,12.531767845153809,195743805,RELIANCE.NS,,,12.718964471859092,12.857976727296453,-0.139012255,-0.080599764,,,,,-0.228051057
18/07/97,8.535812377929688,12.496065139770508,12.496065139770508,12.496065139770508,12.496065139770508,0,RELIANCE.NS,,,12.684672266922385,12.83116846155379,-0.146496195,-0.09377905,36.67229464,,,,0
21/07/97,8.417530059814453,12.322905540466309,12.349682807922363,12.219367027282715,12.317549705505371,112578631,RELIANCE.NS,,,12.629015847467604,12.793519356288051,-0.164503509,-0.107923942,33.88232267450144,,,,-1.385713001
22/07/97,8.396801948547363,12.292557716369629,12.403237342834473,12.237217903137207,12.388956069946289,163882378,RELIANCE.NS,,,12.577253058067916,12.756411086664464,-0.179158029,-0.122170759,28.512017208930956,,,,-0.246271661
23/07/97,8.783351898,12.858450889587402,12.906649589538574,12.41573429107666,12.42465877532959,406262261,RELIANCE.NS,,,12.620514262917066,12.763969590584681,-0.143455328,-0.126427673,46.413488952747265,,,,4.603542942606564
24/07/97,8.657752990722656,12.674580574035645,13.028040885925293,12.603175163269043,12.96020508,328082656,RELIANCE.NS,,,12.628832156935308,12.75734818195142,-0.128516025,-0.126845343,47.176542917586325,,,,-1.429956976
25/07/97,8.556540489196777,12.526412963867188,12.653159141540527,12.355037689208984,12.603175163269043,302769689,RELIANCE.NS,,,12.613075358001751,12.740241869500736,-0.127166511,-0.126909577,43.46629101812732,,,,-1.169013912
28/07/97,8.576053619384766,12.554974555969238,12.638877868652344,12.460362434387207,12.56747055053711,154803320,RELIANCE.NS,12.709033966064453,,12.604136773073673,12.726518364794698,-0.122381592,-0.12600398,46.85463092796248,12.709033966064453,13.279223763578289,12.138844168550618,0.2280109412362341
29/07/97,8.643117904663086,12.653159141540527,12.674580574035645,12.497851371765137,12.531767845153809,241113885,RELIANCE.NS,12.688861751556397,,12.611678675914728,12.721084348257351,-0.109405672,-0.122684318,41.15293576200126,12.688861751556397,13.235330226586113,12.14239327652668,0.7820373122509272
30/07/97,8.618729591369629,12.617456436157227,12.808466911315918,12.58710765838623,12.740631103515625,136464549,RELIANCE.NS,12.658960485458374,,12.612567562105882,12.713408206620306,-0.100840645,-0.118315584,38.96525111865736,12.658960485458374,13.146353204218654,12.171567766698095,-0.282164359
31/07/97,8.779691696166992,12.853096008300781,12.885229110717773,12.592464447021484,12.64780330657959,245046322,RELIANCE.NS,12.649588441848755,,12.64957193844356,12.72375545118923,-0.074183513,-0.109489169,51.03907667234347,12.649588441848755,13.112690510371038,12.18648637332647,1.8675679471204187
01/08/97,8.871148109436035,12.986982345581055,13.020899772644043,12.835244178771973,12.887014389038086,302729077,RELIANCE.NS,12.65815715789795,,12.701481231849328,12.743253739662698,-0.041772508,-0.095945837,67.21951692,12.65815715789795,13.140149827509346,12.176164488286554,1.0416660483498097
04/08/97,8.849199295043945,12.954850196838379,13.083380699157715,12.91736125946045,13.031611442565918,208057881,RELIANCE.NS,12.662620067596436,,12.740461072616874,12.75892755130534,-0.018466479,-0.080449965,65.01980384611122,12.662620067596436,13.15425635326726,12.170983781925612,-0.247418129
05/08/97,9.047959327697754,13.245828628540039,13.317234992980957,12.933427810668945,12.99590778,265491357,RELIANCE.NS,12.689397287368774,,12.818209927374284,12.79499429776717,0.02321563,-0.059716846,68.16547955,12.689397287368774,13.246008195691756,12.132786379045791,2.246096460248337
06/08/97,9.102830887,13.32616138458252,13.388642311096191,13.21369743347168,13.352937698364258,42514580,RELIANCE.NS,12.703321504592896,,12.89635630540632,12.834340007901641,0.062016298,-0.035370218,70.37689408038865,12.703321504592896,13.309404884002166,12.097238125183626,0.6064758822969418
07/08/97,9.088198662,13.304738998413086,13.49575138092041,12.92985725402832,12.92985725402832,486993470,RELIANCE.NS,12.713318347930908,,12.959184412022745,12.869184377569155,0.090000034,-0.010296167,69.64441759,12.713318347930908,13.352951239142042,12.073685456719774,-0.160754365
08/08/97,9.088198662,13.304738998413086,13.360078811645508,13.210125923156738,13.21369743347168,191725941,RELIANCE.NS,12.738131952285766,,13.012346656082798,12.901447682816853,0.11089897326594489,0.013942860883412877,76.04167773314089,12.738131952285766,13.429702165061961,12.04656173950957,0
11/08/97,9.223551750183105,13.502890586853027,13.543950080871582,13.21905231,13.281532287597656,281715463,RELIANCE.NS,12.795435285568237,,13.087814953124372,12.945999009041754,0.14181594408261766,0.039517478,79.47827929,12.795435285568237,13.541733655513427,12.049136915623047,1.4893308952815598
12/08/97,9.232087135314941,13.515386581420898,13.763524055480957,13.388642311096191,13.543950080871582,352814440,RELIANCE.NS,12.850596475601197,,13.15359520363153,12.988175866255023,0.16541933737650716,0.064697849,71.90477795578259,12.850596475601197,13.639485486327274,12.06170746487512,0.092543108
13/08/97,9.133316040039062,13.370789527893066,13.44576644897461,13.281532287597656,13.34936809539795,170164755,RELIANCE.NS,12.892904567718507,,13.187009715056382,13.016517618968951,0.17049209608743077,0.085856699,73.83864533766636,12.892904567718507,13.698763188569828,12.087045946867185,-1.069869905
14/08/97,9.091858863830566,13.310094833374023,13.418989181518555,13.283317565917969,13.335086822509766,148990091,RELIANCE.NS,12.933606052398682,,13.20594588710525,13.038264079295251,0.16768180780999842,0.1022217206120875,78.54361067730767,12.933606052398682,13.737297866058368,12.129914238738996,-0.453935008
15/08/97,9.091858863830566,13.310094833374023,13.310094833374023,13.310094833374023,13.310094833374023,0,RELIANCE.NS,12.974307537078857,,13.22196880191583,13.058399690708493,0.16356911120733741,0.11449119873113747,78.08771102116685,12.974307537078857,13.767076443309017,12.181538630848697,0
18/08/97,8.907730102539062,13.040536880493164,13.279747009277344,13.001263618469238,13.279747009277344,129472148,RELIANCE.NS,13.010189104080201,,13.194056198620034,13.05707651958143,0.1369796790386033,0.11898889479263065,62.77975324893517,13.010189104080201,13.74138913956395,12.278989068596452,-2.025214367
19/08/97,8.830904960632324,12.928071975708008,13.129794120788574,12.853096008300781,13.065528869628906,173535616,RELIANCE.NS,13.04196481704712,,13.153135548941261,13.047520627442658,0.10561492149860285,0.1163141001338251,59.75334550315505,13.04196481704712,13.692658144755162,12.391271489339077,-0.862425419
20/08/97,8.921140670776367,13.060173988342285,13.083380699157715,12.865592002868652,12.942353248596191,158563504,RELIANCE.NS,13.052050971984864,,13.138833770387574,13.048457913435223,0.090375857,0.11112645149753023,56.95445050626562,13.052050971984864,13.696995389640067,12.40710655432966,1.0218229979110482
21/08/97,8.758961678,12.822748184204102,13.13871955871582,12.792401313781738,13.101231575012207,133286949,RELIANCE.NS,13.059459352493286,,13.09020521866704,13.031738674232919,0.058466544,0.10059447008484822,44.84304422455211,13.059459352493286,13.689376033529726,12.429542671456847,-1.817937528
22/08/97,8.493130683898926,12.433585166931152,12.853096008300781,12.406807899475098,12.799541473388672,271782137,RELIANCE.NS,13.054817962646485,,12.98918674916921,12.987431007025382,0.001755742,0.080826724,36.63002427,13.054817962646485,13.702392475767622,12.407243449525348,-3.034942367
25/08/97,8.290710449,12.137249946594238,12.342541694641113,11.996223449707031,12.342541694641113,288371758,RELIANCE.NS,13.033931732177734,,12.858119548773061,12.924454632178632,-0.066335083,0.051394362916201225,21.64388199816851,13.033931732177734,13.770250956874944,12.297612507480524,-2.383344919
26/08/97,8.329732894897461,12.194375038146973,12.367533683776855,12.115827560424805,12.174737930297852,277091208,RELIANCE.NS,13.010992527008057,,12.756005008676741,12.87037466225036,-0.114369654,0.018241559618237327,20.702422579272252,13.010992527008057,13.822051878092704,12.199933175923409,0.4706592663419995
27/08/97,8.471180916,12.40145206451416,12.849526405334473,12.371105194091797,12.56390095,178109455,RELIANCE.NS,13.000192308425904,,12.701458401882498,12.835639655010642,-0.134181253,-0.012243003,28.667791273560994,13.000192308425904,13.838607864648406,12.161776752203401,1.6981356217059096
28/08/97,8.271198272705078,12.108687400817871,12.388956069946289,12.069414138793945,12.330045700073242,216221050,RELIANCE.NS,12.962971878051757,,12.610262863257171,12.781791339885253,-0.171528477,-0.044100098,25.18518840959375,12.962971878051757,13.890266134804838,12.035677621298676,-2.360728906
29/08/97,8.055366516113281,11.792715072631836,12.099761962890625,11.70702838897705,12.071199417114258,294670941,RELIANCE.NS,12.903258514404296,,12.484486280084042,12.708526431199815,-0.224040151,-0.080088108,16.17232552304887,12.903258514404296,13.967709477948485,11.838807550860107,-2.609468043
01/09/97,8.244372367858887,12.069414138793945,12.135464668273926,11.782004356384277,11.808781623840332,276420397,RELIANCE.NS,12.858986711502075,,12.420629027577874,12.661184779910492,-0.240555752,-0.112181637,24.104881742805205,12.858986711502075,13.986205010623234,11.731768412380916,2.3463559024186287
02/09/97,8.260223388671875,12.092620849609375,12.235432624816895,11.871261596679688,12.13903522491455,305511752,RELIANCE.NS,12.801326322555543,,12.370166230967335,12.61906893322152,-0.248902702,-0.13952585,26.069531463424653,12.801326322555543,13.962689020544166,11.639963624566919,0.19227702810227232
03/09/97,8.298028945922852,12.147960662841797,12.369319915771484,12.085479736328125,12.299698829650879,269645064,RELIANCE.NS,12.742416286468506,,12.335980758948022,12.584172024304504,-0.248191265,-0.161258933,28.198268150427594,12.742416286468506,13.91119007019517,11.573642502741842,0.45763291449105736
04/09/97,8.396801948547363,12.292557716369629,12.33540153503418,12.031926155090332,12.106902122497559,267762872,RELIANCE.NS,12.691807222366332,,12.329300290859038,12.562570964457477,-0.233270674,-0.175661281,31.893266212337352,12.691807222366332,13.84561949,11.537994950708065,1.1902989937243147
05/09/97,8.423627853393555,12.331830978393555,12.40145206451416,12.214011192321777,12.33540153503418,236878952,RELIANCE.NS,12.643161821365357,,12.329689627402809,12.545479113637926,-0.215789486,-0.183686922,36.262972068691425,12.643161821365357,13.769886290084987,11.516437352645728,0.31948812387210257
08/09/97,8.407775879,12.308624267578125,12.33540153503418,12.13903522491455,12.210440635681152,132862615,RELIANCE.NS,12.583448505401611,12.73199104309082,12.326448802814395,12.52793431022609,-0.201485507,-0.187246639,37.56272843413284,12.583448505401611,13.642905303415429,11.523991707387793,-0.188185443
09/09/97,8.416307449,12.321120262145996,12.403237342834473,12.25328540802002,12.346113204956055,155177238,RELIANCE.NS,12.523735189437867,12.717281379699706,12.325629027326949,12.512614751109046,-0.186985724,-0.187194456,34.41263315,12.523735189437867,13.492796078859477,11.554674300016256,0.10152226842106149
10/09/97,8.345586776733398,12.217581748962402,12.28184700012207,12.140819549560547,12.215797424316406,139542717,RELIANCE.NS,12.466074800491333,12.697323379516602,12.30900636911702,12.490760454653739,-0.181754086,-0.186106382,36.47246220233311,12.466074800491333,13.35700686747822,11.575142733504446,-0.840333598
11/09/97,8.474842071533203,12.406807899475098,12.544264793395996,12.23900318145752,12.263996124267578,299061322,RELIANCE.NS,12.420910453796386,12.684648799896241,12.324052758402878,12.484541746862728,-0.160488988,-0.180982903,49.34268189905421,12.420910453796386,13.218367746938638,11.623453160654135,1.5488020002711655
12/09/97,8.423627853393555,12.331830978393555,12.381815910339355,12.274706840515137,12.331830978393555,140132303,RELIANCE.NS,12.371997261047364,12.674973258972168,12.325249407632212,12.473229838087233,-0.14798043,-0.174382409,55.35888478,12.371997261047364,13.051027904784604,11.692966617310123,-0.604320803
15/09/97,8.405334473,12.30505371,12.380030632019043,12.26578140258789,12.30505371,84919926,RELIANCE.NS,12.33522310256958,12.663762493133545,12.322142377371486,12.460772347187254,-0.13862997,-0.167231921,53.09997986,12.33522310256958,12.937085451473747,11.733360753665414,-0.21713943
16/09/97,8.569954872131348,12.546050071716309,12.646018028259277,12.322905540466309,12.322905540466309,236806129,RELIANCE.NS,12.316122007369994,12.660477809906006,12.356589714962997,12.467089215670887,-0.110499501,-0.155885437,53.97450187,12.316122007369994,12.86024139271551,11.772002622024479,1.9585153095641905
17/09/97,8.588244438171387,12.572827339172363,12.638877868652344,12.549619674682617,12.572827339172363,19456323,RELIANCE.NS,12.291754674911498,12.65098081588745,12.389857041764438,12.47492166926359,-0.085064627,-0.141721275,64.94253085305363,12.291754674911498,12.72866294911748,11.854846400705517,0.21343185546836008
18/09/97,8.463866233825684,12.390741348266602,12.460362434387207,12.299698829650879,12.42465877532959,160477906,RELIANCE.NS,12.270154333114624,12.636699600219726,12.389993088918617,12.46868608993048,-0.078693001,-0.12911562,71.06917647311805,12.270154333114624,12.632960573880025,11.907348092349222,-1.448250151
19/09/97,8.463866233825684,12.390741348266602,12.549619674682617,12.371105194091797,12.422874450683594,146973456,RELIANCE.NS,12.268012142181396,12.62834508895874,12.390108205741384,12.462912405362786,-0.0728042,-0.117853336,64.06248435,12.268012142181396,12.627243649634515,11.908780634728277,0
22/09/97,8.223645210266113,12.039066314697266,12.363964080810547,11.99979305267334,12.363964080810547,170684319,RELIANCE.NS,12.263102960586547,12.621989936828614,12.336101760965366,12.43151639864682,-0.095414638,-0.113365596,48.179613853554805,12.263102960586547,12.632401014395159,11.893804906777936,-2.838208172
23/09/97,8.217548370361328,12.03014087677002,12.121183395385742,11.960519790649414,11.99979305267334,136332907,RELIANCE.NS,12.25489125,12.61434949874878,12.289030855704544,12.401784878507797,-0.112754023,-0.113243282,45.864672224487215,12.25489125,12.637681331524197,11.872101173511203,-0.074137293
24/09/97,8.296810150146484,12.14617634,12.349682807922363,12.122968673706055,12.24614429473877,109529872,RELIANCE.NS,12.242127466201783,12.606780471801757,12.267053237626275,12.38285091255876,-0.115797675,-0.11375416,44.75707780150594,12.242127466201783,12.62134820123979,11.862906731163775,0.9645395063481166
25/09/97,8.469962120056152,12.399666786193848,12.442510604858398,12.067628860473633,12.103331565856934,282614546,RELIANCE.NS,12.256676435470581,12.604852504730225,12.287455322021286,12.384096532828027,-0.096641211,-0.11033157,52.10643054918045,12.256676435470581,12.636667757837248,11.876685113103914,2.0869979237902347
26/09/97,8.578489303588867,12.55854606628418,12.667440414428711,12.460362434387207,12.460362434387207,254887219,RELIANCE.NS,12.294967985153198,12.606102123260499,12.329161590369424,12.397018720491445,-0.06785713,-0.101836682,57.15747303745915,12.294967985153198,12.629760598528224,11.960175371778172,1.2813189485642695
29/09/97,8.738232612609863,12.792401313781738,12.928071975708008,12.676365852355957,12.710284233093262,241050865,RELIANCE.NS,12.331117343902587,12.615492038726806,12.400429240125165,12.42630631999443,-0.02587708,-0.086644762,61.978233469071164,12.331117343902587,12.715780915960028,11.946453771845146,1.862120394058886
30/09/97,8.815052986,12.904865264892578,12.958419799804688,12.73706055,12.776333808898926,198828976,RELIANCE.NS,12.371729564666747,12.627738189697265,12.478034782397076,12.461755130727626,0.016279652,-0.066059879,67.38932678428634,12.371729564666747,12.817093484923381,11.926365644410113,0.8791465210654215
01/10/97,8.801641464233398,12.885229110717773,12.978056907653809,12.67101001739502,12.888798713684082,241237123,RELIANCE.NS,12.408592987060548,12.628273754119872,12.540680063677183,12.49312357368986,0.04755649,-0.043336605,63.241112561637856,12.408592987060548,12.896032889131982,11.921153084989113,-0.152160862
02/10/97,8.801641464233398,12.885229110717773,12.885229110717773,12.885229110717773,12.885229110717773,0,RELIANCE.NS,12.438226556777954,12.632486724853516,12.593687609375735,12.522168428284521,0.071519181,-0.020365448,65.97940642568865,12.438226556777954,12.966330158529878,11.91012295502603,0
03/10/97,8.801641464233398,12.885229110717773,12.885229110717773,12.885229110717773,12.885229110717773,0,RELIANCE.NS,12.465896463394165,12.639663047790528,12.638540148043742,12.549061812168466,0.089478336,0.001603309,67.01573140810703,12.465896463394165,13.027458665386712,11.904334261401617,0
06/10/97,8.801641464233398,12.885229110717773,12.885229110717773,12.885229110717773,12.885229110717773,0,RELIANCE.NS,12.494726705551148,12.646268138885498,12.67649229614744,12.573963093542488,0.10252920260495202,0.021788488,61.58537419597363,12.494726705551148,13.08095536134214,11.908498049760157,0
07/10/97,8.801641464233398,12.885229110717773,12.885229110717773,12.885229110717773,12.885229110717773,0,RELIANCE.NS,12.522932147979736,12.650909538269042,12.708605652235185,12.597019835555473,0.11158581667971212,0.039747953343303735,60.86957387349661,12.522932147979736,13.127971714625408,11.917892581334064,0
08/10/97,8.801641464233398,12.885229110717773,12.885229110717773,12.885229110717773,12.885229110717773,0,RELIANCE.NS,12.556314516067506,12.656264991760255,12.735778492001739,12.618368670752682,0.11740982124905663,0.055280327,69.70131968308152,12.556314516067506,13.164085030199354,11.948544001935657,0
09/10/97,9.349152565002441,13.686761856079102,13.77780532836914,12.969131469726562,13.004834175109863,571827969,RELIANCE.NS,12.620312213897705,12.672938308715821,12.882083624936717,12.697508906702787,0.18457471823393057,0.081139205,81.51044106121805,12.620312213897705,13.40546705526227,11.835157372533141,6.220554857613081
10/10/97,10.27955436706543,15.048832893371582,15.055974006652832,13.806366920471191,13.806366920471191,842876276,RELIANCE.NS,12.756162309646607,12.71417531967163,13.215429666234389,12.871681053863437,0.3437486123709519,0.13366108662327003,99.06871148589167,12.756162309646607,14.083891664634292,11.428432954658922,9.951740606106219
13/10/97,10.491734504699707,15.359450340270996,15.73790168762207,15.188075065612793,15.348738670349121,821158240,RELIANCE.NS,12.908882141113281,12.762267322540284,13.545279000701559,13.055960260263998,0.48931874043756096,0.20479261738612822,99.41707949,12.908882141113281,14.654900321193155,11.162863961033407,2.064063366908875
14/10/97,9.743019104003906,14.263365745544434,15.464774131774902,13.959890365600586,15.280902862548828,829693927,RELIANCE.NS,12.994747924804688,12.78261806488037,13.655753884523541,13.145397703618105,0.5103561809054362,0.26590533008998984,74.34317206411586,12.994747924804688,14.83215299560518,11.157342854004197,-7.136222784
15/10/97,9.808866500854492,14.359764099121094,14.556131362915039,14.111627578735352,14.341913223266602,407386815,RELIANCE.NS,13.084094762802124,12.803290119171143,13.76406314830778,13.235350769951658,0.5287123783561221,0.31846673974321626,73.38159566,13.084094762802124,15.006914383694877,11.161275141909371,0.6758457666751871
16/10/97,9.861300468444824,14.43652629852295,14.756068229675293,14.266936302185059,14.457947731018066,453279259,RELIANCE.NS,13.186384010314942,12.825925865173339,13.867519017571652,13.324326735031013,0.5431922825406392,0.3634118483027009,72.84968976,13.186384010314942,15.170581472212723,11.202186548417162,0.5345644877728484
17/10/97,9.907638549804688,14.504362106323242,14.768564224243164,14.416889190673828,14.49543571472168,419364785,RELIANCE.NS,13.292065048217774,12.849918327331544,13.965494877379589,13.41173676253414,0.5537581148454489,0.40148110161125056,71.70664652619121,13.292065048217774,15.322444184578348,11.26168591,0.4698900995818711
20/10/97,10.00640869140625,14.648959159851074,14.682876586914062,14.281217575073242,14.461518287658691,262550431,RELIANCE.NS,13.422559690475463,12.872839698791504,14.070643228529047,13.503382866039098,0.5672603624899484,0.43463695378699013,71.93533351676598,13.422559690475463,15.449336550850544,11.395782830100382,0.9969211501193342
21/10/97,9.963728904724121,14.586479187011719,14.988138198852539,14.459733009338379,14.673951148986816,492254926,RELIANCE.NS,13.550376605987548,12.89426155090332,14.15000260675715,13.583612223148181,0.5663903836089688,0.46098763975138585,71.16836150576137,13.550376605987548,15.529281207935822,11.571472004039274,-0.426514759
22/10/97,10.056406021118164,14.722149848937988,14.952434539794922,14.665024757385254,14.781060218811035,327551889,RELIANCE.NS,13.679175281524659,12.921288757324218,14.238025259400356,13.667948343577056,0.5700769158233001,0.48280549496576874,72.10999861,13.679175281524659,15.607948735607696,11.750401827441621,0.9301124705067609
23/10/97,9.888126373291016,14.475798606872559,14.834614753723145,14.32227611541748,14.745356559753418,392390896,RELIANCE.NS,13.782981872558594,12.944602832794189,14.274605774396079,13.727789103821166,0.5468166705749127,0.49560773008759756,68.07300578329077,13.782981872558594,15.644093254875827,11.92187049024136,-1.673337417
24/10/97,9.656442642211914,14.136619567871094,14.459733009338379,13.934898376464844,14.459733009338379,450881704,RELIANCE.NS,13.86188554763794,12.96113332748413,14.25337712723839,13.758072841898938,0.4953042853394507,0.4955470411379682,63.20149060024428,13.86188554763794,15.63620793984972,12.087563155426158,-2.343076525
27/10/97,18.45686149597168,27.020063400268555,28.08044434,26.895103454589844,27.198579788208008,174379381,RELIANCE.NS,14.57326865196228,13.240723857879638,16.21748270770457,14.740442512889281,1.477040194815288,0.6918456718734323,90.10331683179032,14.57326865196228,20.674633024353856,8.471904279570705,91.13525175
28/10/97,16.63995361328125,24.360187530517578,26.927236557006836,24.320913314819336,26.927236557006836,207521512,RELIANCE.NS,15.146034765243531,13.46936616897583,17.47020652659888,15.453016217898785,2.017190308700094,0.9569145992387647,78.28727277890773,15.146034765243531,22.590786573842013,7.7012829566450485,-9.844077086
29/10/97,18.24955940246582,26.71658706665039,26.78442383,24.91001319885254,24.91001319885254,238464951,RELIANCE.NS,15.837602663040162,13.742494430541992,18.892726609683727,16.287354799287794,2.6053718103959334,1.2866060414701983,79.83323666057925,15.837602663040162,24.810857430075053,6.864347896005272,9.673158440101503
30/10/97,17.68132209777832,25.884706497192383,26.566635131835938,25.534818649291992,26.566635131835938,85330255,RELIANCE.NS,16.487576532363892,14.003733596801759,19.968415823146596,16.99826973987332,2.970146083273278,1.6233140498308143,75.42727880575114,16.487576532363892,26.394991570848468,6.580161493879318,-3.113723199
31/10/97,17.68132209777832,25.884706497192383,25.884706497192383,25.884706497192383,25.884706497192383,0,RELIANCE.NS,17.137550401687623,14.272756023406982,20.87861438838441,17.656524314489545,3.222090073894865,1.9430692546436246,75.06376349775198,17.137550401687623,27.731739171716892,6.543361631658353,0
03/11/97,17.69595718383789,25.906129837036133,26.548784255981445,25.20992088317871,25.923980712890625,138400658,RELIANCE.NS,17.78859543800354,14.54813362121582,21.6520783,18.26760620504855,3.384472098513047,2.231349823417509,79.22043530499195,17.78859543800354,28.871569822331843,6.705621053675237,0.082764469
04/11/97,17.274045944213867,25.288467407226562,26.348846435546875,25.045686721801758,25.84900475,144830081,RELIANCE.NS,18.408757352828978,14.810015468597411,22.211522781048515,18.787669997802478,3.423852783246037,2.469850415383215,76.72896128999393,18.408757352828978,29.722154980333755,7.095359725324203,-2.384232742
05/11/97,8.908948898,13.042322158813477,13.370789527893066,12.970915794372559,13.13871955871582,95911986,RELIANCE.NS,18.416612005233766,14.82283287,20.800876531473893,18.362088676395885,2.438787855078008,2.463637903322174,47.86249883798799,18.416612005233766,29.714069720737037,7.119154289730496,-48.42581028
06/11/97,8.804079055786133,12.888798713684082,12.99590778,12.656728744506836,12.99590778,100382893,RELIANCE.NS,18.376713848114015,14.838435096740723,19.58363379027546,17.956659790269086,1.6269740000063742,2.296305122659014,47.529616253110035,18.376713848114015,29.749886497666115,7.003541198561916,-1.177117413
07/11/97,8.708968162536621,12.749556541442871,12.845954895019531,12.646018028259277,12.71385383605957,51043964,RELIANCE.NS,18.26175003051758,14.857571926116943,18.53223729045506,17.57094843850418,0.9612888519508829,2.0293018685173876,47.09511744945202,18.26175003051758,29.821515013299134,6.701985047736022,-1.080334757
10/11/97,8.513861656188965,12.463932991027832,12.681720733642578,12.43894100189209,12.681720733642578,61176854,RELIANCE.NS,18.11697416305542,14.865462303161621,17.598652013620104,17.192650997950373,0.40600101566973024,1.7046416979478562,46.77585512703051,18.11697416305542,29.900155116536993,6.33379321,-2.240262628
11/11/97,8.557761192321777,12.52819824,12.663869857788086,12.392526626586914,12.43179988861084,61484950,RELIANCE.NS,18.030215787887574,14.874173851013184,16.818582202630473,16.847135979004975,-0.028553776,1.3580026030833847,46.660145273754054,18.030215787887574,29.95753522,6.102896358048248,0.515609729
12/11/97,8.255347252,12.085479736328125,12.596034049987793,12.03549575805664,12.492494583129883,152259420,RELIANCE.NS,17.916501569747926,14.87292423248291,16.090412592430113,16.494420701769652,-0.404008109,1.0056004605987998,46.38284075,17.916501569747926,30.033028424609448,5.799974714886401,-3.533776344
13/11/97,7.999273777008057,11.71059799194336,12.031926155090332,11.549935340881348,12.010503768920898,154029577,RELIANCE.NS,17.780205154418944,14.861285037994385,15.416594961585997,16.14006346400474,-0.723468502,0.6597866679952912,46.33277609012013,17.780205154418944,30.12081024441008,5.4396000644278075,-3.101918605
14/11/97,7.999273777008057,11.71059799194336,11.71059799194336,11.71059799194336,11.71059799194336,0,RELIANCE.NS,17.64051694869995,14.84886037826538,14.846441581640976,15.811954910518713,-0.965513329,0.33472666862068545,12.093351798251561,17.64051694869995,30.198582203419093,5.082451693980806,0
17/11/97,8.155356407165527,11.939098358154297,12.014074325561523,11.667755126953125,11.806997299194336,118330241,RELIANCE.NS,17.50502390861511,14.841469860076904,14.39915800879687,15.525076647380608,-1.125918639,0.042597607,15.035178897965892,17.50502390861511,30.25598550402218,4.754062313208042,1.9512271394521497
18/11/97,7.970010280609131,11.667755126953125,11.924817085266113,11.607060432434082,11.889114379882812,95344107,RELIANCE.NS,17.359087705612183,14.828402557373046,13.978942180820908,15.239349127348943,-1.260406947,-0.218003304,2.004112722466786,17.359087705612183,30.31584338031532,4.4023320309090455,-2.272727999
